Segment,Segment Name,Time Period,date_end,Date End,FY,Date Month,Avg Paid Invoice Amt,Avg SR Amt,Avg. Intuit Paid Inv Amt,Avg. Intut Paid SR Amt,Eco Invoice Actives 31D,Intuit Paid Inv per Active,Intuit Paid SR per Active,cc_actives_31d,active_cohorted_churn,passive_cohorted_churn,hvc_cohorted_churn,non_hvc_cohorted_churn,active_cohorted_churn_py,passive_cohorted_churn_py,hvc_cohorted_churn_py,non_hvc_cohorted_churn_py,qbo_active_cohorted_churn,qbo_active_cohorted_churn_py,pymt_active_cohorted_churn,pymt_active_cohorted_churn_py,Eco TPV 31d Absolute,CC TPV 31d Absolute,ACH TPV 31d Absolute,Eco Actives 31d Absolute,Eco Txns 31d Absolute,CC Txns 31d Absolute,ACH Txns 31d Absolute,Eco Invoice Amount 31d Absolute,Eco Sales Receipt Amount 31d Absolute,Eco Recurring Invoice Amount 31d Absolute,Eco CP Recurring Invoice Amount 31d Absolute,Eco Non-Recurring Invoice Amount 31d Absolute,Eco CP Amount 31d Absolute,Eco Non-CP Amount 31d Absolute,Eco Invoice Txns 31d Absolute,Eco Sales Receipt Txns 31d Absolute,Eco Recurring Invoice Txns 31d Absolute,Eco CP Recurring Invoice Txns 31d Absolute,Eco Non-Recurring Invoice Txns 31d Absolute,Eco CP Txns 31d Absolute,Eco Non-CP Txns 31d Absolute,31d Active Repeat Absolute,31d Active Lapse Absolute,31d Active Resurrect Absolute,31d Active GNA Absolute,31d Repeat CV Absolute,31d Lapse CV Absolute,31d Resurrect CV Absolute,31d GNA CV Absolute,31d Repeat Txn Absolute,31d Lapse Txn Absolute,31d Resurrect Txn Absolute,31d GNA Txn Absolute
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2023-12-09,2023-12-09,FY24,12,1707.734279,292.486764,1273.789725,null,590470,12.67796933,0,371714,1,1,1,1,1,1,1,1,1,1,1,1,9220918838,3926670261,3878442146,387973,6728258,3275280,1136600,5740567400,0,321035726.8,274066954.2,8542961823,6944252270,1256218349,4995287,0,550526,330690,6066556,4317422,1262088,289700,0,52344,14108,5888395698,0,292197350,108049617,4668750,0,94890,41342
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2023-12-09,2023-12-09,FY24,12,863.3624947,265.820546,700.9898797,262.4813311,24774,47.60674318,9.780271064,15723,1,1,1,1,1,1,1,1,1,1,1,1,926564397.9,507993356.9,275569896.4,17080,1387487,746791,164724,507749713.8,61589564.5,54537041.58,41916240.59,750473900,520316755.3,321193024.3,833299,163880,164802,95707,961809,584487,557627,14709,0,297,519,605382278,0,2209018,5985104,945587,0,1527,5519
Other Mixed,Billing & Receipt Channel Mix,Week,2023-12-09,2023-12-09,FY24,12,1086.444955,326.223854,575.1529076,326.7116694,21156,15.25722774,61.95089162,14162,1,1,1,1,1,1,1,1,1,1,1,1,602919144.5,351286252.8,159557524.6,15108,1517531,782165,176751,107137442.7,413235631.8,19144046.73,16209217.46,151512825.1,136987304.8,457138780.7,220623,913833,56717,37100,228721,174081,1068655,13245,0,402,246,385310602,74,3461303,3459547,1018043,65,5439,3140
New (0-12 months),New Acquisition Cohort,Week,2023-12-16,2023-12-16,FY24,12,1757.721706,335.21198,1298.85818,403.5982584,167403,8.551907733,1.635719595,104884,1,1,1,1,1,1,1,1,1,1,1,1,1872773313,893070408.5,666256895.3,113019,1588894,823571,193829,1085973144,103836121.6,42948880.92,40314146.61,1603472712,1333086785,301178729.1,920615,191779,81346,52380,1185457,872804,426164,74737,0,15847,15565,1123161099,42,77103787,123091280,979242,39,27784,53381
Established (24+ months),New Acquisition Cohort,Week,2023-12-16,2023-12-16,FY24,12,1595.238931,258.659189,1175.105485,365.0741611,341283,17.03875663,4.504345468,230398,1,1,1,1,1,1,1,1,1,1,1,1,7654363154,3320540300,3026687761,242854,7212877,3437656,1181828,4218796952,557534999.9,295087559.8,254784619,6251846055,5005222573,1693402865,3930286,1122522,590147,351115,4837971,3358576,2421235,200372,0,28620,0,4929010912,46,161223553,0,4971418,43,61908,0
Growing (12-24 months),New Acquisition Cohort,Week,2023-12-16,2023-12-16,FY24,12,1681.985607,328.210202,1266.067186,382.5747209,121735,11.71779044,2.31837237,78280,1,1,1,1,1,1,1,1,1,1,1,1,1783338166,785931699,703751403.6,80583,1571364,797247,219181,1027456978,102516634.7,55771563.7,49977438.75,1599362605,1280089271,306509701.8,946347,197073,100455,63530,1131274,882971,421415,64631,0,12686,0,1195416610,20,64563161,0,1070141,15,24735,0
Unclassified,New Acquisition Cohort,Week,2023-12-16,2023-12-16,FY24,12,2133.49368,455.306175,1752.750193,560.0299244,3666,10.64664706,2.888286013,2411,1,1,1,1,1,1,1,1,1,1,null,null,74045029.22,36560988.45,25381180.63,2539,47615,27120,5164,41025423.03,5766083.72,948263.55,745501.5,64073804.98,50595267.6,12501063.68,27108,7199,1750,914,34053,24843,13569,1900,0,0,0,47967127,0,0,0,31162,0,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-01-06,2024-01-06,FY24,1,1506.54444,339.268168,1330.859593,408.2376271,160276,7.895397142,1.516588082,106207,1,1,1,1,1,1,1,1,1,1,1,1,1653219669,835554237.6,624049522,113451,1413567,734801,174027,970027021.3,98240812.49,43304964,39765036.17,1526992411,1208564201,278759822.9,858449,165956,84397,51956,1060479,764392,384191,71991,0,16141,15191,969981273,44,85262952,123133649,871593,34,30033,58954
Established (24+ months),New Acquisition Cohort,Week,2024-01-06,2024-01-06,FY24,1,1307.89346,293.235063,1182.434684,365.9389761,340261,15.83459812,4.371367806,227225,1,1,1,1,1,1,1,1,1,1,1,1,7272394078,3000898706,2817884799,240083,6700064,3192082,1146503,4087886843,564094776.2,307884561.6,266094870.1,5949063875,4725506210,1632184470,3798580,1087722,611206,350131,4323018,3154024,2264710,188878,0,29259,0,4665092669,48,175995521,0,4555550,37,58218,0
Growing (12-24 months),New Acquisition Cohort,Week,2024-01-06,2024-01-06,FY24,1,1397.473752,342.323721,1239.832037,407.2536978,115244,10.9397795,2.173400811,75006,1,1,1,1,1,1,1,1,1,1,1,1,1683620934,728748152,669188887,80703,1408196,741996,207936,937963406.1,101213032.4,55660186.89,50508613.83,1469042219,1183601517,270154803.6,873762,169892,102739,65894,1028348,810756,386000,60132,0,12814,0,1080490715,13,68651994,0,968716,12,24953,0
Unclassified,New Acquisition Cohort,Week,2024-01-06,2024-01-06,FY24,1,1985.949944,409.407811,1625.198052,593.879055,3587,10.42067656,2.706778628,2294,1,1,1,1,1,1,1,1,1,1,null,null,67480436.46,33169908.53,23743939.8,2540,45422,24829,4849,37139710,5751194.11,700128.6,582803.32,59468343.47,48865507.23,11410008.63,25299,6836,1770,884,32577,23721,12315,1884,0,0,0,42446622,2,0,0,29905,2,0,0
All Segments,Aggregate,Week,2024-01-06,2024-01-06,FY24,1,1363.511141,329.58672,1200.911395,393.8032673,632112,12.95463201,3.119167413,404571,1,1,1,1,1,1,1,1,1,1,1,1,10518115132,4476966839,4305463078,437864,9336178,4815094,1539362,5950190486,759878783.8,412318269.4,360900929,8702967521,7078704640,2128911049,5574865,1371839,788763,477542,6770906,4731895,3069022,326208,0,58375,15256,6868078433,106,324637054,117454675,6363849,87,114732,57427
Bank & Card Blended,Bank Transfer & Card Distribution,Week,2024-01-20,2024-01-20,FY24,1,1624.863088,312.408065,1211.611704,467.2173504,63739,17.47206016,3.480283885,38983,1,1,1,1,1,1,1,1,1,1,1,1,1421075344,655824359.8,533696718.7,40848,1232709,515451,273612,783456542.4,97985811.8,70889893.41,57493767.26,1144853249,993635681,292777324.4,721133,154579,122176,73081,878199,672742,349814,36556,0,1759,686,959119358,0,15191756,11122281,870249,0,7318,6304
ACH between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-01-20,2024-01-20,FY24,1,2673.111968,391.76501,1924.902511,572.4501756,56124,19.13196965,4.233103542,35609,1,1,1,1,1,1,1,1,1,1,1,1,2131626347,216322377,1402954130,38303,1225074,186000,541693,1256057827,134343304.2,89763292.91,73055248.67,1856330598,1576338140,341743123.2,711973,165966,123262,70489,819412,663237,369665,31342,0,1510,509,1467878943,2,23211124,10264457,849457,2,6342,4175
CC between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-01-20,2024-01-20,FY24,1,822.0643796,260.456749,612.0303706,306.5034846,88982,35.01675375,7.089438093,56664,1,1,1,1,1,1,1,1,1,1,1,1,2101955775,1697300779,182760629.2,58975,3406431,2095534,205161,1146704183,167789651.6,114478383.1,86831588.71,1647876518,1277715600,640289085.7,2125775,412051,376874,248806,2478362,1839656,1099143,52625,0,1440,777,1417202949,0,12486388,12934820,2374321,0,13629,15197
CC 100%,Bank Transfer & Card Distribution,Week,2024-01-20,2024-01-20,FY24,1,1223.084736,239.573054,912.2493125,306.8120112,275398,6.973148425,2.812343898,191828,1,1,1,1,1,1,1,1,1,1,1,1,1946769966,1730974700,0,200011,2601349,1781346,0,993780654.5,235187615.7,33656695.55,23346954.64,1581634899,1070986280,690533486.2,1257756,568896,70386,40642,1673503,1053022,1081835,138238,0,34799,10864,1119812166,68,112426711,56835013,1679460,50,64347,37736
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Week,2024-01-20,2024-01-20,FY24,1,4358.895711,533.843565,3014.436988,934.8419682,135143,5.911318685,0.7686410812,84536,1,1,1,1,1,1,1,1,1,1,1,1,2447794419,0,1818849952,91619,804768,0,474603,1394931475,93349989.12,112845624.8,106486796.5,2083446168,1884368061,194781768.9,526831,71590,94101,61845,595456,517715,146001,68563,0,14923,3473,1493594375,17,136795155,39650133,529815,14,25355,7766
Unclassified,Bank Transfer & Card Distribution,Week,2024-01-20,2024-01-20,FY24,1,2868.948639,392.130792,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-Platform Blended,Digital Platform Distribution,Month,2024-01-31,2024-01-31,FY24,1,1177.738605,148.437267,858.5126801,202.1423017,14324,14.90491682,0.2566002227,9405,1,1,1,1,1,1,1,1,1,1,1,1,195037622.1,106530935.1,57331514.68,9971,220432,116556,25060,117265999.1,764373.8,2932151.3,2562267.2,173380406.7,147178496,22973254.2,150001,2590,14900,10077,189006,138715,35361,7765,0,784,314,125039914,0,5083352,2146102,149746,0,2761,2075
70% to <100% Mobile TPV,Digital Platform Distribution,Month,2024-01-31,2024-01-31,FY24,1,1014.590951,322.181953,724.2703601,243.1768697,10797,17.22223916,0.4904102755,6554,1,1,1,1,1,1,1,1,1,1,1,1,143249319.3,87098462.98,36688207.39,6842,185351,107908,16641,83546432.21,1278257,482108.77,437484.78,128293465.3,98932652.58,23187623.11,129158,3759,2209,1643,169254,114378,37710,5864,0,433,278,92566643,0,2881145,2042840,126323,0,1560,2517
100% Web TPV,Digital Platform Distribution,Month,2024-01-31,2024-01-31,FY24,1,1850.466189,320.462654,1410.110516,null,483348,11.94854702,0,299411,1,1,1,1,1,1,1,1,1,1,1,1,7930878644,3120812557,3436543893,330069,5447529,2530328,1042835,4911878528,0,330977872.5,287951067.7,7412318297,5924956869,1129029197,4025366,0,528851,324465,4686393,3402436,1090513,234847,0,52542,15644,5028189692,0,317123873,127720992,3797299,0,119151,62521
70% to <100% Web TPV,Digital Platform Distribution,Month,2024-01-31,2024-01-31,FY24,1,964.8575335,256.731745,730.6138356,284.3286317,47670,38.02679873,4.689087003,29341,1,1,1,1,1,1,1,1,1,1,1,1,1352678493,749310606.4,444286727.8,30718,1888361,995450,237315,795092377.1,58726704.92,85382399.92,68330873.46,1138353850,873710577.8,377669716.6,1226300,145496,242070,148521,1361804,922588,609282,26873,0,1051,1015,899857401,0,10311532,15534668,1288415,0,5991,14609
Unclassified,Digital Platform Distribution,Month,2024-01-31,2024-01-31,FY24,1,1061.433477,361.819978,541.7454939,400.6248456,22363,15.82271266,38.86046517,31113,1,1,1,1,1,1,1,1,1,1,1,1,918290894.7,543100792.3,241146666.9,33445,2039873,1084016,244661,111180101.6,705813000.1,20751347.3,18146836.02,159455012.1,210899470.2,707457976.5,237553,1265686,64086,43541,255226,247578,1444110,25781,0,2801,1226,591221581,102,12339205,10382492,1334180,78,10580,11174
100% Mobile TPV,Digital Platform Distribution,Month,2024-01-31,2024-01-31,FY24,1,1148.328614,263.810234,824.3876739,null,60390,6.698823978,0,36351,1,1,1,1,1,1,1,1,1,1,1,1,343720092,208582802.4,94612695.03,39972,396431,225185,39246,213073629.1,0,2647.7,1383,343078251.8,272057744.1,28050514.86,274374,0,5,1,373307,288567,39009,27600,0,7869,1949,210571801,0,24630095,7180461,254165,0,13509,4901
100% Mobile TPV,Digital Platform Distribution,Week,2024-02-03,2024-02-03,FY24,2,1170.110782,271.006708,839.7862705,null,60064,6.981969886,0,36732,1,1,1,1,1,1,1,1,1,1,1,1,357930789.4,208679589.1,96201317.63,39113,401859,216485,41229,211223125.7,0,2632.1,1354,348122397,280221931.2,29498785.5,272444,0,5,1,376116,284457,40261,26753,0,7916,2049,208417473,0,25229538,7684665,253597,0,13350,4998
100% Web TPV,Digital Platform Distribution,Week,2024-02-03,2024-02-03,FY24,2,1682.546966,293.43451,1385.654268,null,473812,11.66527787,0,296396,1,1,1,1,1,1,1,1,1,1,1,1,7716552344,3234905141,3458506783,329168,5646482,2521837,989876,4833848582,0,332761082.9,275516352.7,7157940161,5781771370,1176564440,3889137,0,513835,304637,4699645,3394550,1081901,238490,0,51893,15663,4910465508,0,315292034,122513652,3790046,0,110994,56040
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-02-03,2024-02-03,FY24,2,962.1870375,259.431997,735.976779,243.992454,10392,18.25818187,0.4976061044,6629,1,1,1,1,1,1,1,1,1,1,1,1,140000705.4,88030030,35970966.8,7164,185904,108822,16066,82327976.79,1243358.07,483466.46,444608.42,130162663.7,103245683.8,23833617.99,128902,3559,2371,1693,174680,118322,38342,5813,0,430,292,92519556,0,3012942,1905798,129295,0,1589,2365
Cross-Platform Blended,Digital Platform Distribution,Week,2024-02-03,2024-02-03,FY24,2,1063.517799,246.362487,867.9623089,202.2890708,15190,15.07551782,0.2686202552,9070,1,1,1,1,1,1,1,1,1,1,1,1,192035270.5,106609233.2,57713773.4,10085,219219,121765,25233,114156666.6,801583.21,2988542,2580899.18,180114586.8,146880673.3,22354573.38,148564,2790,15309,10136,190305,141768,35776,8223,0,782,312,122795469,0,5208928,2534247,149089,0,2777,1996
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-02-03,2024-02-03,FY24,2,913.5334142,222.719476,754.7643866,278.6746379,46285,38.72067381,4.810002774,28888,1,1,1,1,1,1,1,1,1,1,1,1,1371245216,746490667.1,446691067,30363,1898780,1036507,244197,804514875.4,59330185.69,81480133.05,66715252.84,1206128422,858943944.1,374167522.7,1205381,145509,241760,147810,1383684,945418,646716,25819,0,1047,999,899483819,0,8658783,13334763,1339703,0,5909,13398
Unclassified,Digital Platform Distribution,Week,2024-02-03,2024-02-03,FY24,2,956.0148858,367.73132,541.8226396,393.4406023,22924,16.35210156,38.71018375,30290,1,1,1,1,1,1,1,1,1,1,1,1,892848202.1,547113643.4,248446147.8,33218,2067677,1070972,251055,113948664.4,708008911,20025599.2,17284183.86,160538665.5,218623787.4,699782010.1,244031,1333212,61055,42044,266628,244756,1426238,25659,0,2932,1205,604529188,81,12246708,9730113,1406139,70,11531,10540
Other Mixed,Managed Pay Subscribers,Week,2024-02-17,2024-02-17,FY24,2,1595.926017,332.5405,1141.874026,391.8862683,660266,14.10898232,3.325194812,426203,1,1,1,1,1,1,1,1,1,1,1,1,11094266028,5090381187,4443589464,461398,10793574,5386162,1631714,6416839413,816307161.6,430538542.4,365797070.5,9727112035,7960004228,2326625024,5964475,1530883,801738,487161,7388425,5299936,3398846,331508,0,69342,20988,7080090663,59,403149951,150416728,6965645,49,153045,83841
100% Mobile TPV,Digital Platform Distribution,Week,2024-02-24,2024-02-24,FY24,2,1276.359382,247.860927,890.4090862,null,60449,6.854372841,0,38319,1,1,1,1,1,1,1,1,1,1,1,1,365089843.1,220755493.3,104178915.7,41242,405767,227570,40182,227818599.8,0,4404.27,2760,358126925.8,294692445.2,30830810.3,283439,0,4,1,388733,283275,38516,26613,0,8994,2214,215964117,0,30352357,9048269,248449,0,15193,4773
100% Web TPV,Digital Platform Distribution,Week,2024-02-24,2024-02-24,FY24,2,1956.322849,322.39647,1355.968141,null,509950,12.08528234,0,301536,1,1,1,1,1,1,1,1,1,1,1,1,8350528289,3246088433,3482273565,326947,5599579,2584827,1052666,5014743847,0,326600504.2,273861009.7,7421937839,6051806787,1174736212,4028057,0,490339,304658,4958156,3609859,1140388,240937,0,57122,15957,5063493299,0,348607568,116990381,3885387,0,113819,48609
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-02-24,2024-02-24,FY24,2,1136.171997,190.500607,745.2011466,238.3947615,10827,18.34073544,0.5828894485,6744,1,1,1,1,1,1,1,1,1,1,1,1,144459162.1,88332719.77,38063261.68,7231,202278,112533,17146,91054280.04,1431299.94,467139.54,440249.42,139812618.4,104808612.6,23679219.6,136828,4409,2622,1879,182195,123888,40695,6009,0,516,277,94502568,0,3590258,2044388,135143,0,1910,1683
Cross-Platform Blended,Digital Platform Distribution,Week,2024-02-24,2024-02-24,FY24,2,1336.49648,336.386322,885.2580435,200.4189283,15592,14.63739316,0.2691224254,9598,1,1,1,1,1,1,1,1,1,1,1,1,200405097.4,116160221.2,63055656.14,10109,219296,118860,25240,121563727.2,784013.54,3138893.5,2842531.43,188062256.8,156151208.2,23452794.81,156640,2795,14912,10275,191255,141248,35553,8039,0,951,330,132528750,0,6248239,2359583,148341,0,3160,1947
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-02-24,2024-02-24,FY24,2,1045.765101,221.837059,763.9798182,274.9090045,48539,38.63876435,4.844364382,30454,1,1,1,1,1,1,1,1,1,1,1,1,1466759324,780150568.1,460775502.8,32343,1966039,1057827,248581,839885450.4,63360834.32,79437743.75,63696386.04,1258539442,904262140,422132982.6,1256181,164093,235197,146950,1505133,975855,679863,26850,0,1191,959,991395067,0,10862912,12706354,1378710,0,6237,11141
Unclassified,Digital Platform Distribution,Week,2024-02-24,2024-02-24,FY24,2,1203.62605,361.05146,544.2878624,395.0497074,22835,16.29272569,39.1109273,30871,1,1,1,1,1,1,1,1,1,1,1,1,919908689.3,554380037.4,253138574.4,32526,2049333,1139662,243734,123059415.6,728017441,20192150.42,16645251.46,168426332.3,226967031.7,742002911,251528,1372919,59737,40657,277737,253060,1496103,26322,0,3240,1387,604737354,61,15619747,9491223,1464154,46,17707,11030
Other Mixed,Managed Pay Subscribers,Week,2024-03-23,2024-03-23,FY24,3,1732.352234,342.735377,1189.242728,385.681623,661482,14.26633089,3.338050304,430676,1,1,1,1,1,1,1,1,1,1,1,1,12033310444,5537149568,4884383411,477214,11536225,5700064,1719956,6904923781,839485377.5,451999034.6,376992833.5,10679268519,8649446634,2504895260,6557508,1646826,865941,526109,7749350,5608501,3645766,342606,0,66671,20762,8100806488,228,357015000,168176659,7799614,145,138638,77047
100% Mobile TPV,Digital Platform Distribution,Week,2024-03-23,2024-03-23,FY24,3,1356.27823,252.506454,913.2886378,null,61836,6.837216901,0,39387,1,1,1,1,1,1,1,1,1,1,1,1,396007244.4,231050544.6,112755532.7,42001,425124,238733,43350,247734795.1,0,2510.68,0,389598858,311465067,30332050.82,293508,0,3,0,399959,303903,41007,27834,0,8650,2246,234704264,0,26516462,9797847,268762,0,14266,5307
100% Web TPV,Digital Platform Distribution,Week,2024-03-23,2024-03-23,FY24,3,1958.719902,353.440935,1401.806015,null,522820,12.51972871,0,318440,1,1,1,1,1,1,1,1,1,1,1,1,8874531618,3510831955,3689363381,328650,5957026,2719958,1064029,5544984984,0,347123610,292168538.1,8072955492,6620106060,1229834568,4323271,0,496029,298139,5170669,3857982,1211713,246368,0,53017,15551,5697896833,0,298234829,130030049,4072787,0,98886,47775
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-03-23,2024-03-23,FY24,3,1060.877216,319.668706,770.1970675,247.7533093,11766,19.30934746,0.5876304045,7370,1,1,1,1,1,1,1,1,1,1,1,1,166044132.2,104807701.1,45773937.36,7771,213056,122990,19764,102673502.8,1558460.91,726086.38,646261.5,157074736.8,125449507,27312095.5,143956,4738,3540,2491,200509,132930,43169,6368,0,472,291,109835061,0,3116525,2057959,144493,0,1642,1852
Cross-Platform Blended,Digital Platform Distribution,Week,2024-03-23,2024-03-23,FY24,3,1455.866826,267.511074,904.5168221,215.4472809,16328,15.14868261,0.328603892,10275,1,1,1,1,1,1,1,1,1,1,1,1,220476995.2,125315869.9,66137693.96,10944,237476,129083,27490,134686323.1,1051373.73,3167756.59,2997737.28,212804560.2,171040218.9,25061947.67,159292,3562,16080,11054,206714,153977,38160,8559,0,840,358,145009716,0,4875246,2633514,162507,0,2720,2015
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-03-23,2024-03-23,FY24,3,1083.669874,210.837949,755.0848791,276.242336,50472,39.28371444,5.166158707,31609,1,1,1,1,1,1,1,1,1,1,1,1,1683669444,864851458.5,539684348,34279,2203774,1174773,280768,982311697.6,69171650.23,85419837.91,66489369.68,1415050966,1043244103,459121749.6,1427424,178804,249892,153385,1652802,1119357,729280,29217,0,1132,906,1127411190,0,10626738,14450994,1524553,0,6322,12773
Unclassified,Digital Platform Distribution,Week,2024-03-23,2024-03-23,FY24,3,1167.309942,349.09019,552.5358027,389.7420729,22499,17.09809326,40.96950277,32221,1,1,1,1,1,1,1,1,1,1,1,1,980075916.7,599984638.7,269659110.7,33806,2164666,1162815,256744,129428568.9,812123936.4,21346342.28,17727751.98,175831388.6,244152160.3,734697859.2,267471,1437795,64609,43411,290052,264096,1582331,26507,0,2869,1421,645092510,226,14053986,10863321,1475380,147,15812,9715
Batch Auto-Entry,Managed Pay & Batch Processing,Week,2024-03-30,2024-03-30,FY24,3,3955.07,399.76196,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Mixed,Managed Pay & Batch Processing,Week,2024-03-30,2024-03-30,FY24,3,1627.657845,348.429816,1198.196655,378.0422142,671982,14.88137979,3.461607025,431225,1,1,1,1,1,1,1,1,1,1,1,1,12205997461,5468760236,4679142444,476274,11666362,5631508,1729598,6802045212,880996045.4,467964900.5,387108375.3,10251508384,8526349303,2499302128,6477449,1569892,853409,523461,8044982,5757266,3581979,355343,0,63960,20631,7874261029,97,349497569,162937270,7915570,80,140542,77299
